,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt,success
23223,0,1,0,1,4,2,Shining Path (SL),5,Peru,1
23227,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23228,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23230,0,1,0,0,3,1,Shining Path (SL),5,Peru,1
23231,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23232,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23237,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23238,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23242,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23243,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23245,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23246,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23247,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23248,0,1,0,1,21,3,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23252,0,1,0,1,4,2,Shining Path (SL),5,Peru,1
23253,0,1,0,1,3,2,Shining Path (SL),5,Peru,1
23257,0,1,0,1,1,3,Sikh Extremists,6,India,1
23259,0,1,0,0,19,4,Sikh Extremists,5,India,1
23260,0,1,0,0,1,6,Revolutionary Armed Forces of Colombia (FARC),13,Colombia,0
23263,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23267,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23268,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23269,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23270,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23271,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23276,0,1,0,1,2,1,Shining Path (SL),5,Peru,0
23277,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23281,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23283,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23284,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23291,0,1,0,1,14,3,Shining Path (SL),5,Peru,1
23293,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23294,0,1,0,1,16,3,Corsican National Liberation Front (FLNC),6,France,1
23295,0,1,0,1,15,3,Corsican National Liberation Front (FLNC),6,France,1
23296,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France,1
23297,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France,1
23298,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23299,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23302,0,1,0,0,2,6,Nicaraguan Democratic Force (FDN),13,Nicaragua,1
23304,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23308,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23312,1,1,0,1,14,2,Shining Path (SL),5,Peru,1
23313,0,1,0,0,2,1,Shining Path (SL),5,Peru,1
23320,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23322,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23323,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23324,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23330,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23331,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23332,0,1,0,1,2,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23333,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23334,0,1,0,1,19,3,Shining Path (SL),6,Peru,1
23335,0,1,0,1,9,3,Nicaraguan Democratic Force (FDN),6,Nicaragua,1
23336,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23337,0,1,0,1,21,7,Shining Path (SL),5,Peru,1
23341,0,1,0,1,2,9,New People's Army (NPA),13,Philippines,1
23342,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23349,0,1,0,0,11,6,National Liberation Army of Colombia (ELN),13,Colombia,1
23351,0,1,0,1,14,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23352,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23354,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23358,0,1,0,1,19,3,Shining Path (SL),6,Peru,1
23363,0,1,0,1,14,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23364,0,1,0,1,14,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23365,0,1,0,1,14,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23366,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23367,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23378,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23379,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23380,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23382,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23386,0,1,0,1,1,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru,1
23388,0,1,0,1,7,2,Tupac Amaru Revolutionary Movement (MRTA),5,Peru,1
23389,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23391,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23392,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23394,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23395,0,1,0,1,10,5,Tupac Amaru Revolutionary Movement (MRTA),5,Peru,1
23396,0,1,0,1,10,5,Tupac Amaru Revolutionary Movement (MRTA),5,Peru,1
23398,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23400,0,1,0,1,14,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23405,0,1,0,1,6,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23407,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23408,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23412,0,0,0,1,4,2,M-19 (Movement of April 19),5,Colombia,1
23413,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23414,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23415,0,1,0,1,1,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23425,0,1,0,1,12,3,Corsican National Liberation Front (FLNC),6,France,1
23426,0,1,0,1,21,3,Corsican National Liberation Front (FLNC),6,France,1
23427,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23428,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23429,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23430,0,1,0,1,6,3,Corsican National Liberation Front (FLNC),6,France,1
23431,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France,1
23432,0,1,0,0,1,3,Corsican National Liberation Front (FLNC),6,France,0
23433,0,1,0,0,1,3,Corsican National Liberation Front (FLNC),6,France,0
23435,0,1,0,0,1,1,Revolutionary Armed Forces of Colombia (FARC),5,Colombia,1
23439,0,1,0,1,14,3,Sikh Extremists,6,India,1
23441,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23442,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23445,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23447,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23448,0,1,0,1,14,3,Shining Path (SL),6,Peru,1
23449,0,1,0,1,1,3,Shining Path (SL),6,Peru,1
23450,0,1,0,1,1,3,Shining Path (SL),6,Peru,1
23451,0,1,0,1,9,3,Shining Path (SL),6,Peru,1
23455,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23457,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom,1
23459,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23460,0,0,0,1,4,9,Kurdistan Workers' Party (PKK),13,Turkey,1
23461,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23462,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23463,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23464,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23465,0,1,0,1,3,3,Corsican National Liberation Front (FLNC),6,France,1
23466,0,1,0,1,3,3,Corsican National Liberation Front (FLNC),6,France,1
23467,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France,1
23468,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France,1
23470,0,1,0,1,1,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23471,0,1,0,1,14,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23472,0,1,0,1,14,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23473,0,1,0,1,2,3,Corsican National Liberation Front (FLNC),6,France,1
23474,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23475,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France,1
23478,0,1,0,0,1,6,National Liberation Army of Colombia (ELN),13,Colombia,1
23479,0,1,0,1,14,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23481,0,1,0,0,1,6,National Liberation Army of Colombia (ELN),13,Colombia,1
23483,0,1,0,0,2,1,Irish Republican Army (IRA),6,United Kingdom,0
23484,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23489,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23490,0,1,0,1,9,2,Shining Path (SL),5,Peru,1
23491,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23503,0,1,0,0,14,1,Shining Path (SL),5,Peru,1
23504,0,1,0,0,14,2,Shining Path (SL),5,Peru,1
23507,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23508,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23509,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23510,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23516,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23517,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23518,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23519,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23520,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23521,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23522,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23523,0,0,0,0,4,9,Shining Path (SL),13,Peru,0
23524,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23525,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23527,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23528,0,0,0,0,4,1,Irish Republican Army (IRA),13,United Kingdom,1
23529,0,1,0,1,1,9,Manuel Rodriguez Patriotic Front (FPMR),13,Chile,1
23531,0,1,0,1,14,3,Shining Path (SL),6,Peru,1
23532,0,1,0,1,1,7,Shining Path (SL),8,Peru,1
23534,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23535,0,1,0,1,14,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23539,0,1,0,0,3,1,New People's Army (NPA),5,Philippines,1
23548,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23549,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23550,0,1,0,1,1,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23551,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23553,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23554,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23556,0,1,0,0,2,1,Shining Path (SL),5,Peru,1
23557,0,1,0,0,14,1,Shining Path (SL),5,Peru,1
23558,0,1,0,0,2,1,Shining Path (SL),5,Peru,1
23559,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23560,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23561,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23562,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23563,0,1,0,1,2,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23564,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23565,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23566,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23568,0,1,0,0,14,1,Shining Path (SL),5,Peru,1
23569,0,1,0,0,20,1,Shining Path (SL),5,Peru,1
23570,0,1,0,1,3,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23576,0,1,0,0,3,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23577,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23580,0,0,0,1,4,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23585,0,1,0,1,2,7,Shining Path (SL),5,Peru,1
23589,0,1,0,1,19,2,Manuel Rodriguez Patriotic Front (FPMR),8,Chile,1
23598,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23599,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23600,0,1,0,1,3,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23601,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23602,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23605,0,1,0,1,19,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23624,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23625,0,1,0,1,2,1,Shining Path (SL),12,Peru,1
23631,0,1,0,0,2,1,Sikh Extremists,5,India,1
23633,0,1,0,0,1,1,Shining Path (SL),13,Peru,1
23634,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23638,0,1,0,0,4,1,Shining Path (SL),13,Peru,1
23646,0,1,0,1,3,2,Basque Fatherland and Freedom (ETA),6,Spain,1
23649,0,1,0,1,14,2,National Liberation Army of Colombia (ELN),5,Colombia,1
23651,0,1,0,1,14,3,Separatists,6,Sri Lanka,1
23654,0,1,0,1,19,3,Shining Path (SL),6,Peru,1
23663,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23664,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23665,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23666,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23667,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23668,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23669,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23671,0,1,0,1,3,3,Shining Path (SL),6,Peru,1
23672,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23674,0,1,0,1,21,9,Shining Path (SL),13,Peru,1
23675,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23681,0,1,0,1,16,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23682,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23683,0,1,0,1,14,3,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23684,0,1,0,1,14,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23686,0,1,0,1,3,3,Shining Path (SL),6,Peru,1
23687,0,1,0,0,16,2,Shining Path (SL),5,Peru,1
23688,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23689,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23690,0,1,0,0,2,1,Shining Path (SL),5,Peru,1
23691,0,1,0,0,2,1,Shining Path (SL),5,Peru,1
23692,0,1,0,0,2,1,Shining Path (SL),5,Peru,1
23694,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23695,0,1,0,1,19,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23696,0,1,0,0,14,1,Basque Fatherland and Freedom (ETA),5,Spain,1
23697,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23700,0,1,0,1,14,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23703,0,0,0,1,4,3,Shining Path (SL),6,Peru,1
23706,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23709,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23716,0,1,0,1,1,5,National Liberation Army of Colombia (ELN),5,Colombia,1
23720,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23721,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23722,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23735,0,1,0,0,2,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,0
23736,0,1,0,1,2,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23737,0,1,0,1,1,2,Farabundo Marti National Liberation Front (FMLN),8,El Salvador,1
23738,0,1,0,1,1,2,Farabundo Marti National Liberation Front (FMLN),8,El Salvador,1
23739,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23740,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23741,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23742,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23743,0,1,0,1,3,2,Shining Path (SL),5,Peru,1
23744,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23745,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23746,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23747,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23748,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23755,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23756,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23757,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23758,0,1,0,1,21,3,Shining Path (SL),6,Peru,1
23759,0,1,0,0,3,1,Shining Path (SL),5,Peru,1
23761,0,1,0,1,2,3,Nicaraguan Democratic Force (FDN),6,Nicaragua,1
23762,0,1,0,1,2,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23763,0,1,0,1,1,7,National Liberation Army of Colombia (ELN),8,Colombia,1
23767,0,1,0,1,1,7,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23769,0,1,0,1,1,7,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23770,0,1,0,1,1,7,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23781,0,1,0,0,2,2,Shining Path (SL),5,Peru,1
23784,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23787,0,0,0,0,4,1,Separatists,6,Sri Lanka,1
23790,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23792,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23798,0,1,0,1,7,3,Shining Path (SL),6,Peru,1
23799,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23802,0,1,0,0,2,1,Shining Path (SL),5,Peru,1
23803,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23804,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23805,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23806,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23808,0,0,0,0,4,1,Basque Fatherland and Freedom (ETA),5,Spain,0
23809,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23816,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23817,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23818,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23819,0,1,0,1,14,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23826,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23827,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),13,Spain,1
23829,0,1,0,0,2,1,Shining Path (SL),9,Peru,1
23830,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23832,0,1,0,1,16,3,Shining Path (SL),6,Peru,1
23833,0,1,0,1,19,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23841,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23843,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23844,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23845,0,1,0,1,14,2,Shining Path (SL),5,Peru,1
23851,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23852,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23853,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23854,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23855,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23856,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador,1
23867,0,0,0,1,4,2,New People's Army (NPA),5,Philippines,1
23877,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23878,0,1,0,1,14,9,Shining Path (SL),13,Peru,1
23881,0,0,0,1,4,9,New People's Army (NPA),13,Philippines,1
23883,0,1,0,-9,14,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka,1
23889,0,0,0,0,4,2,Irish Republican Army (IRA),5,United Kingdom,1
23890,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23891,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23892,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
23894,0,1,0,1,1,3,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23895,0,0,0,1,4,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23902,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23903,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23904,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23905,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23906,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23912,0,1,0,1,1,3,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23913,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23914,0,1,0,1,1,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23915,0,1,0,1,1,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23916,0,1,0,1,1,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23917,0,1,0,1,1,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23918,0,0,0,1,4,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23922,0,1,0,0,10,6,Tupac Amaru Revolutionary Movement (MRTA),13,Peru,1
23926,0,1,0,1,3,3,Corsican National Liberation Front (FLNC),6,France,1
23928,0,1,0,0,14,1,Shining Path (SL),9,Peru,1
23931,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23932,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23940,0,0,0,1,4,9,New People's Army (NPA),13,Philippines,1
23942,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23943,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador,1
23948,0,1,0,1,3,2,Shining Path (SL),5,Peru,1
23950,0,1,0,0,1,1,Shining Path (SL),5,Peru,1
23951,0,1,0,0,1,1,Shining Path (SL),5,Peru,1
23952,0,1,0,0,1,1,Shining Path (SL),5,Peru,1
23953,0,1,0,0,1,1,Shining Path (SL),5,Peru,1
23954,0,1,0,0,1,1,Shining Path (SL),5,Peru,1
23955,0,1,0,1,2,2,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23957,0,1,0,0,3,1,New People's Army (NPA),5,Philippines,1
23958,0,1,0,1,3,9,African National Congress (South Africa),13,South Africa,1
23960,0,1,0,1,3,3,Shining Path (SL),5,Peru,1
23961,0,1,0,1,3,3,Shining Path (SL),5,Peru,1
23962,0,1,0,0,2,1,New People's Army (NPA),5,Philippines,1
23965,0,0,0,1,4,2,Shining Path (SL),5,Peru,1
23966,0,1,0,0,14,2,Shining Path (SL),5,Peru,1
23968,0,1,0,1,1,7,Shining Path (SL),5,Peru,1
23970,0,1,0,1,1,7,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23971,0,1,0,1,1,7,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23972,0,1,0,1,1,7,Nicaraguan Democratic Force (FDN),5,Nicaragua,1
23973,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom,1
23975,0,1,0,1,17,2,Shining Path (SL),5,Peru,1
23976,1,1,0,0,10,6,Manuel Rodriguez Patriotic Front (FPMR),13,Chile,1
23977,0,1,0,1,21,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23980,0,1,0,1,21,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23981,0,1,0,0,21,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23982,0,1,0,1,21,3,Basque Fatherland and Freedom (ETA),6,Spain,1
23984,0,1,0,1,19,3,Shining Path (SL),6,Peru,1
23985,0,1,0,1,19,3,Shining Path (SL),6,Peru,1
23986,0,1,0,1,2,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23987,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23988,0,1,0,1,1,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
23989,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
24000,0,1,0,1,2,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile,1
24002,0,1,0,1,2,3,Shining Path (SL),6,Peru,1
24003,0,1,0,1,2,7,Shining Path (SL),13,Peru,1
